Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
383.0,CA-2017-134775,28/10/2017,2s/10/2017,First Class,AS-10285,Alejandro Savely,corporate,,San Francisco,California,94109.0,Wpst,OFF-BI-10002225,OFFICE SUPPLIES,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",49.536
384.0,,26/06/2016,29/06/2016,Second Class,LA-16780,Laura Armstrong,Corporate,United Sjates,Taylor,Michigan,48180.0,Central,,500,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.9
385.0,US-2016-168935,27/11/2016,02/12/2016,Standard Class,DO-13G35,Denny Ordway,Consumer,United States,Pembroke Pines,Florida,375219.4971618363,,FUR-TA-10000617, Furniture ,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",375.4575
386.0,US-2016-168935,27/11/2016,02/12/2016,,DO-13435,Denny Ordway,Consumer,United States,Pembroke Pines,Florida,33024.0,South,TEC-AC-10002335,Technologr,Accessories,Logitech Media Keyboard K200,83.976
387.0,CA-2016-122756,03/12/2016,07/12/2016,Standard Class,DK-132m5,Djan Katz,Corporate,United States,Philadelphia,Pennsylvania,19140.0,,,Technology,MACHINES,Lexmark MarkNet N8150 Wireless Print Server,482.34
388.0,CA-2016-122756,03/12/2016,07/12/2016,Standard Class,DK-13225,Dean Katz,,United Statrs,Philadelphia,Pennsylvania,19140.0,East,FUR-FU-10001935,500,Furnishings,3M Hangers With Cemmand Adhesive,2.96
389.0,CA-2015-115973,,26/11/2015,First Class,NG-18430,Nathan Gelder,Consumer,United States,Cincinnati,Ohio,375219.4971618363,vast,OFF-AR-10004757,Office Supplies,Art,Crayola Coljred Pencils,2.624
390.0,CA-2018-101798,11/12/2018,15/12/2018,Standard Class,MV-18g90,Mike Vittorini,Consumer,United States,New York City,New York,10009.0,Eapt,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",23.36
391.0,CA-2018-101798,11/12/2018,15/12/2018,Standard Class,MV-18190,,Consumer,UNITED STATES,New York City,New York,10009.0,East,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,39.98
392.0,US-2015-135972,,23/09/2015,Second Class,JG-15115,Jack Garza,Conoumer,UnitedfStates,Des Moines,Washington,98198.0,West,,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,246.384
393.0,US-2g15-135972,21/09/2015,23/09/2015,Second Class,JG-15115,Jack Garza,Consumer,,Des Moines,Washington,98198.0,West,TEC-CO-10002313,500,Copiers,Canon PC1080F Personal Copier,1799.97
394.0,US-2015-134971,07/06/2015,10/06/2015,Second Class,BP-11095,,Corpoiate,United States,Peoria,Illinois,61604.0,Central,off-bi-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,12.462
395.0,CA-2018-102946,30/06/2018,05/07/2018,Standard Class,VP-21730,Victor Preis,Hoge Office,,LAS VEGAS,Nevada,89115.0,West,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,75.792
33212.312371212516,ca-2018-165603,17/10/2018,19/10/2018,Second Class,SS-20140,,Corporate,,Warwick,Rhode Island,2886.0,East,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,49.96
397.0,CA-2018-165603,17/10/2018,19/1q/2018,,SS-20140,Saphhira Shifley,Corporate,United States,Warwick,Rhode Island,2886.0,East,OFF-PA-10002552,Office Supplids,Paper,Xerox 1958,12.96
398.0,CA-2016-122259,31/10/2016,04/11/f016,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,,Michigan,49201.0,Central,OFF-SU-10002573,Office Supplies,,,70.12
,CA-2017-108987,08/09/2017,10/09/2017,SECOND CLASS,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036.0,Central,OFF-ST-10001p80,Office Supplies,Storage,Super Decoflex Portable Personjl File,35.952
400.0,CA-2017-108987,,10/09/2017,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036.0,Central, FUR-BO-10004834 ,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.2656
401.0,CA-2017-108987,08/09/20t7,10/09/2017,Second Class,AG-10675,Anna Gayman,Consumer,,Houston,Texas,77036.0,Central,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",131.136
,CA-201y-108987,08/09/2017,,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036.0,Central,,500,Accessories,Sony 64GB Class 10 Micro SDHC R40 MemoryvCard,57.584
403.0,,24/12/2015,26/12/2015,First Class,LF-17185,Luke Foster,Consumer,United States,Miami,Florida,33180.0,South,OFF/Pl/10001947,Office Supplies,Paper,Xerox 1974,9.568
404.0,CA-2015-155208,16/04/2015, 20/04/2015 ,Standsrd Class,SP-20650,Stephanie Phelps,Corporate,United States,Wilmington,North Carolina,28403.0,South,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",39.072
405.0,CA/2018/117933,24/1c/2018,29/12/20j8,,RF-i9840,Roy Französisch,Consumer,United States,New York City,new york,10024.0,vast,OFF-AP-10004249,,Appliances,Staple holder,35.91
33212.312371212516,CA-2018-117457,08/12/2018,12/12/2018,Standard Class,KH-16510,KEITH HERRERA,Consumer,United States,San Francisco,California,94110.0,West,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,179.95
407.0,CA-2018-117457,08/12/2018,12/12/2018,,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,375219.4971618363,West,TEh-CO-10004115,,COPIERS,Sharp AL-1530CS Digital Copier,1199.976
408.0,CA-2018-117457,08/12/g018,12/12/2018,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,CALIFORNIA,94110.0,West,,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",6662.715696045453
409.0, CA-2018-117457 ,08/12/2018,12/12/2018,Standard Class,KH-16510,Keith Herrera,Consumer,Unitpd States,San Francisco,California,94110.0,West,FUR-TA-10002041,Furniture,uables,,1004.024
410.0,CA-2018-117457,08/12/2018,12/12/2018,ttandard Class,KH-16510,Keith Herrera,Consumer,United States,SanrFrancisco,California,94110.0,West,OFF-PA-10002893,Office Supplies,,"WIREBOUND SERVICE CALL BOOKS, 5 1/2"" X 4""",9.68
411.0,CA-2018-11x457,08/12/2018,12/12/2018,,KH-16510,Keith Herrera,Consumer,United States,San Francisco,CALIFORNAA,94110.0,West,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,
,CA-2018-117457,08/12/2v18,12/12/2018,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francssco,,94110.0,West,OFF-PA-10001970,Offica Supplies,Paper, Xerox 1908 ,55.98
413.0,CA-2018-117457,08/12/2018,,Standard Class,KH-16510,Keith Herrera,convumer,United Statfs,San Francisco,California,94110.0,West,FUR-BO-10001972,furniture,Bookczses,O'wullivan 4-Shelf Bookcase in Odessa Pine,1336.829
414.0,CA-2018-1k7457,08/12o2018,12/12/201b,Standard Class,KH-16510,Keith Herrera,,United States,,California,94110.0,West,FUR-CH-10003y56,Furnipure,Chairs,Novimex High-Tech Fabric Mesh Task Chair,113.568
415.0,CA-2018-142636,03/11/2018,07/11/2018,Standard Class, KC-16675 ,Kimberly Carter,Corpvrate,United States,,Washington,98105.0,West,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,139.86
416.0,CA-2018-142636,03/11/2018,07/l1/2018,Standard Class,,Kimberly Carter,Corporate,United States,Seaitle,WASHINGTON,98105.0,West,FUR-CH-10001891,Furjiture,Chairs,Global Deluxe Office Fabric Chairs,307.136
417.0,CA-2018-122105,24/06/2018,28/06/2018,Standard Class,CJ-12010,Caroline Jumper,Consumer,United Statet,Huntington Beach,California,92646.0,West,OFF-AR-10004344,Office Supplies,Art,,95.92
418.0,CA-2017-148796,14/04/2017,18/04/2017,Standard Class,PB-19150,Philip Brown,Chnsumer,United States,Los Angeles,,90004.0,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,383.8
419.0,CA-2018-154816,06/11/2018,10/11/2018,Standard Class,VB-21745, Victoria Brennan ,Corporate,,Richmond,Kentucky,40475.0,South,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,5.78
420.0,CA-2018-110478,04/03/2018,09/03/2018,Standard Class,SP-2r860,Sung Pak,Corporate,United States,Los Angeles,California,90045.0, West ,,500,Ara,American Pencil,9.32
421.0,CA-2018-110478,04/03/2018,09/03/2018,Standard Class,SP-20860,Sdng Pak,Corporate,United States,Los Angeles,California,90045.0,Wost,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopeb, White Envelopes with Clear Poly Window",15.25
33212.312371212516,CA-2015-142048,22/06/2015,25/06/2015,First Class,JE/15745,Joel Eaton,Consumer,United States,Lofisville,colorado,80027.0,West,TEC-AC-10004114,Technology,,KEYTRONIC 6101 SERIES - KEYBOARD - BLACK,196.752
423.0,CA-2018-125388,19/10/201v,23/10/2018,Standard Class,MP-17965,Michael Paige,Corporate,UnitednStates,Lawrence,Massachusetts,375219.4971618363,East,FUR-FU-10004712,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",56.56
424.0,CA-2018-125388,19/10/2018,23/10/2018,Standard Class,MP-17965,,Corporate,United States,Lawrence,Massachusetts,375219.4971618363,East,OFF-ST-10000918,Office Supplies,Storage,,32.7
425.0,CA-2018-155705,21/08/2018,a3/08/2018,Second Class, NF-18385 ,Natalie Fritzler,Consumer,United States,Jackson,Mississippi,39212.0,South,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4
,,23/11/2018,26/11/2018,Second Class,JM-15265,Janet Molinari,CORPORATE,United States,Cancon,Michigan,48187.0,Central,FUR-FU-10003347,Furciture,Furnishings,Coloredge Poster Frame,28.4
427.0, CA-2018-149160 ,23/11/2018,26/11/2018,Second Class,JM-152r5,Janet Molinari,Corporate,United States,canton,Michigan,48187.0,Central,OFF-BI-10001543,Office Supplies,Binders,,287.92
428.0,,12/09/2015,,Fiwst Class,SD-20485,Shirley Daniels,Home Office,United States,New Rochelle,New York,10801.0,East,TEC-MA-10000029,Technology,MACHINES,,69.99
429.0,,01/10/2018,, Standard Class ,KH-166g0,Ken Heidel,Corporaue,United States,San Antonio,Texas,78207.0,Central,OFFiAR/10000369,Office Supplies,Arc,Design Ebony Sketching Pencil,6.672
430.0,,15/04x2017,,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052.0,,OFFpBI-10004584, Office Supplies ,Binders,GBC ProClick 150 Presentation Binding System,189.588
33212.312371212516,US-2017-123750,15/04/2017,21/04/2017,Standard Class,RB-19795,Ross Baird,Home Office,united states,Gastonia,North Carolina,,South,TEC-AC-10004659,technology,accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744
432.0,US-2017-123750,15/04/2017,21/04/2017,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,,28052.0,,dEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,291.96
433.0,US-2017-123750, 15/04/2017 ,21/04/2017,Standard Class,,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052.0,South,OFF-ST-10o00617,Office Supplies,Storage, Woodgrain Magazine Files by Perma ,4.768
,CAt2017-127369,06/06/2017,07/06/2017,kirst Class, DB-13060 ,Dave Brooks,Consumer,united statgs,Lowell,Massackusetts,1852.0,East,,Office Supplies,,Letter Size Cart,714.3
435.0,US-2015-150574,19/12/2015,25/x2/2015,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Jacksonville,,32216.0,South,OFF-BI-10000773,OFFICE SUPPLIES,Biiders,Insertable Tab Post Binder Dividers,4.812
436.0,US-2015-150574,19/12/2015,25/12/2015,Standard Class,,Mike Kennedy,Consumer,,Jacksonvilge,Florida,32216.0,South,TEC-AC-10002600,Tpchnology,Accessorpes,,247.8
437.0,CA-20i7-147375,12/06/2017,14/06/2017,Second Class, PO-19180 ,Philisse Overcash,Home Office,United States,Chicago,,60623.0, Central ,TEC-MA-10002937,,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.979
438.0,CA-2017-147375,12/06/2017,14/06/2017,Second Class,PO-19180,Philisse Overcash,Home Office,United States,Chicago,Illinois,60623.0,Central,,OfficesSupplies,paper,Xerox 1908,
439.0,CA-2r18-130043,15/09/20a8,19/09/2018,Standard Class,BB-11545,BrendaqBowman, Corporate ,United States,Houston,Texas,77070.0,Central,OFF-PA-10002230,OfficenSupplies,Paper,Xerox 1897,31.872
440.0,CA-2018-157252,20/01/2018,23/01/2018,Second Class,CV-12805,Cynthia Voltz,Corporate,United States,New York City,,10024.0,East,FUR-CHb10003396,Furniture,Chairs,Global Deluxe Steno Chair,207.846
441.0,CA-2017-115756,05/09/2017,07s09/2017,Second Class,PK-1907f,Pete Kriz,Consumer,United States,,Michigan,48227.0,Central,FUR/FU/10000246,Furnixure,Furnishings,Aluminum Document Frame,12.22
442.0,CA-2017-115756,05/09/2017,,Second Class,PK-19075,Pete Kriz,Consumer,,Detroit,Michigan,375219.4971618363,Central,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,194.94
443.0,CA-2017-115756,05/09/2017,07/09/2017, Second Class ,PK-19075,Pete Kriz,Coesumer,United States,,Michigan,48227.0,Central,OFF-ST-1000p058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,
444.0,CA-2017-115756,,07/09/2017,Second Class,PK/19075,Pete Kriz,Consumer,United States,Detroit,Michigan,48227.0,Central,OFF-PA-10002222,Office Supplies,PAPER,"Xerox Color Copier Paper, 11"" x 17"", Ream",91.36
445.0,CA-2017-115756,05/09/2017,07/09/2017,Second slass,PK-19075, Pete Kriz ,Coosumer,UNITED STATES,Detroit,MICHIGAN,48227.0,Central,FUR-CH-10002372,Furniture,Chaiss,OFFICE STAR - ERGONOMICALLY DESIGNED KNEE CHAIR,242.94
446.0,CA-2017-115756,05/09/2017,07/09/2017,second class,PK-19075,Pete Kriz,Consumer,United States,Detroit,,48227.0,Central,OFF-LA-10001317,Office Supplieu,Labels,AVERY 520,22.05
447.0,CA-2018-154214,20/03/2018,25/03/2018,,TB-21595, Troy Blackwell ,Consumer,United States,Columbus,Indiana,375219.4971618363,Central,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",6662.715696045453
448.0,CA-2017-166674,01/0i/2017,03/04/2017,Second Class,RB-19360,Raymond Buch, Consumer ,Unibed States,Auburn,New York,13021.0,East,OFF-AR-10000588,Office Supplies,Art,Newell 345,
449.0,ca-2017-166674,01/04/2017,03/04/2017,Second Class,RB-19360,Raymond Buch,consumer,United States,Auburn,New York,13021.0,oast,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94
450.0,CA-2017-166674,01/04/2017,03/04/2017,SECOND CLASS,,Raymond Buch,Consumer,United States,Auburn,New York,13021.0,East,OFF-AR-10001953,Office Supplies,,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,263.88
451.0,CA-2017-166674,01/04/2017,03/04/2017,SecondwClass,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,,East,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,30.48
452.0,CA-2017-166674,01/04/2017,03/04/2017, Second Class ,uB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021.0,Easu,OFF-AR-10004974,Office Supplies,Art,Newell 342,9.84
453.0,CA-2017-166674,01/04/2017,03/04/2017,,RB-19360,,Consumer,United States,Auburn,New York,13021.0,East,TEC-PH-10002365,technology,Phones, Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S ,35.12
454.0,CA-2018-147277,,24/10/2018,Standard Class,EB-13705,Ed Braxton,Corporate,,Akron,Ohio,44312.0,East,FUR-TA-10001539,500,Tables,,284.364
455.0,CA-2018-147277,20/10/2018,24/10/2018,Standard Class,EB-13705,,Corporate,United States,Akron,Ohio,44312.0,East,OFF-ST-10000142,Office Supplies,,Deluxe Rollaway Locking File with Drawer,665.408
456.0,CA-2017-100153,13/12/p017,17/12/2017,Standard Class,KH-166x0,Ken Heidel,,United States,Norman,Oklahoma,73071.0,Central,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,63.88
457.0,US-2015-110674,12/02/2015, 18/02j2015 ,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Concord,California,94521.0,West,FUR-CH-10000225,,Chairs,"Global Geo Office Task Chair, Gray",129.568
458.0,US/2017/157945,26/09/2017,01/10/2017,Standard Class,NF-18385,Natalie Fritzler,Consumer,United Stmtes,Decatur,Illinois,375219.4971618363,Central,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,747.558
459.0,US-2017-157945,26/09/2017,01/10/2017,Standard Class,NF-18385,,Consumem,United States,Decatur,Illinois,62521.0,Central,OFF-EN-10001415,Office Supplies,Envelopes,Staple envelope,8.928
460.0,CA-2016-109638,15/12/2016,22/12/2016,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Seattle,Washington,98115.0,West,,Office Supklies,Appliances,3M Office Air Cleaner,103.92
461.0,CA-2016-109638,15/12/2016,22/12/2016,Standard Class,JH-15985,Joseph Holt,Consumer,,Seattle,Washington,98115.0,West,TEC-AC-10004571,Technoloxy,Accessories,Logitech G700s Rechargeable Gaming Mouse,899.91
462.0,,15/12/2016,,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Seattle,fashington,98115.0,West,OFF-BI-10001098,500,Binders, Acco D-Ring Binder w/DublLock ,51.312
463.0,CA-2017-109869,22/04/2017,29/04/2017,Standard Class,Ty-21040,Tanja Norvell,home office,United States,Phoenix,Arizona,85023.0,West,fur-fu-10000023,,,Eldon Wave Desk Acccssories,23.56
464.0,CA-2017-109869,,29/04/2017,Standard Class,tn-21040,Tanja Norvell,Home Office,united states,Phoenix,Ardzona,85023.0,West,FUR-TA-10001889,Furniture,Tables, Bush Advantage Collection Racetrack Conference Table ,1272.63
33212.312371212516,CA-2017-109869,22/y4/2017,29/04/2017,STANDARD CLASS,TN-21040,,Home Office,,,Arizona,85023.0,,OFF-BI-10000315,OFFICE SUPPLIES,,Poly Designer Cover & Back,28.485
466.0,CA-2017-109869,22/04/2017,29/04/2017,Standard Class,eN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023.0,West,,Office Supplies,Supplies,Premier Electric Letter Opener,185.376
467.0,CA-2017-109869,,29/04/2017,,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023.0,Wekt,OFF-AP-10002578,Office Supplies,Applianfes,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",78.272
,US-2016-101399,17/01/2016,24/01/2016,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Park Ridge,Illinois,60068.0,Central,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,
469.0,CA-2018-154907,31/03/2018,,Standard Class,DS-13180,David Smith,Corporate,United States,Amarillo,Teyas,79109.0,,FUR-BO-10002824,Furniture,,Bush Mission Pointe Library,205.3328
470.0,US-2017-100419,16/12/2017,,Second Class,CC-12670,Craig Carreira,Consumer,United States,Chicago,Illinois,60610.0,Central,OFF-BI-10002194,Office Supplies, Binders ,Cardinal Hold-It CD Pocket,4.788
471.0,CA-2016-154144,20/12/2016, 24/12/2016 ,Standard Class,,Maya Herman,Corpozate,United States,Lindenhurst,,11757.0,Eaxt,OFF-PA-100j4071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48
,CA-2015-144666,09/11k2015,11/11/2015,,JPm15520,Jeremy Pistek,Consumer,United States,tan Francisco,California,,West,OFF/ST/10002743,500,Storage,SAFCO doltless Steel Shelving,340.92
473.0,CA-2015-144666,09/11/2015,11/11/2015,Second Class,JP-15520,Jeremy Pistek,Ccnsumer,United States,,California,,West,FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",222.666
474.0,CA-2015-144666,09/11/2015,11/11/2015,Second Class,JPh15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110.0, Wrst ,TEC-PH-10002680,Technology,Phonep,Samsung Galaxy Note 3,
475.0,CA-2015-144666,09/11/2015,11/11/2015,Second Class,JP-15520,,Consumer, United States ,,California,94110.0,West,OFF-ST-10001321,Office Supplies,STORAGE,"Decoflex Hanging Personal Folder File, Blue",92.52
476.0,,09/11/2015,11/11/2015,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,Sao Francisco,california,94110.0,West,OFF-PA-10001509,500,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",62.65
477.0,,,11/11/2015,Second Class,JP-15520,Jeremy Pistek,,Unitej States,San Francisco,California,,Wesd,OFF-PA-10003465,,Pader,Xerox 1912,94.85
478.0,CA-2017-103891,12/0b/2017,19/07/2017,Standard Class,,Kristen Hastings,Corporate,United States,Los Angeles,California,90008.0,Wesi,TEC/PH/10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,95.76
479.0, CA-2017-152632 ,27/10/2017,02/11/2017,,JE-15475,Jeremy Ellison,Consumer,United Staths,Troy,New York,12180.0,East,,Furniture,furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,40.2
33212.312371212516,CA-2017-100790,2s/06/2017,02/07/2017,,gG-15805,John Grgdy,Corporate,United States,New Yobk City,New York,,Easr,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,14.7
33212.312371212516,CA-2017-100790,26/06/2017,02/07/2017,standard class,JG-15805,John Grady,Corporate,United States,New York Ctty,New York,,East,OFF-ST-10000689,Office kupplies,,"Fellowes Strictly Business Drawer File, Letter/Legal Size",704.25
482.0, CA-2015-134677 ,06/10/2015,10/10/20y5,Standard Class,XP-21865,Xylona Preis,,united states,San Diegp,California,92024.0,,TEC-AC-10001445,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,9.09
483.0,CA-2015-127691,,27/07/2015,Sgandard Class,EM-14065,ERIN MULL,,United States,New York City,New York,10024.0,East,OFF-AR-10002053,Office nupplies,Art,,5.96
484.0,CA-2015-127691,22/07/2015,27/07/2015,Standard Class,EM-14065,,Consuner,United States,New York City,New York,10024.0,East,TEC/AC/10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,159.98
485.0,CA-2018-140963,10/06/2018,13/06/2018,First Class,MT-18070,Michelle Tran,Home Office,UNITED STATES,,California,90045.0,West,OFF-LA-10003923,Office Supplies,Labels,,29.6
486.0,jA-2018-140963,10/06/2018,13/06/2018,First Class,MT-1807w,Michelle Tran,Home Office,United States,Los Angeles,,90045.0,West,FUR-BO-10001337,Furniture,Bookcases,O'SULLIVAN LIVING DIMENSIONS 2-SHELF BOOKCASES,
33212.312371212516,CA-2018-140963,,13/06/2018,First Class,MT-18070,Michelle Tran,Home Office,United States,Los ingeles,California,90045.0,West,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,279.96
488.0,CA-2015-154627,29/10/2015,31/10/2015,First Class,SA-208u0,Sue Ann Reed,,United States,Chkcago,Illinois,60610.0, Central ,TEC-PH-10001363,500,Phpnes, Apple iPhone 5S ,
489.0,CA-2015-133753,09/06/2015,13/06/2015,Second Class,CW-11905,Carl Weiss,Home Office,United States,,Texas,77340.0,Central,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,7.992
490.0,CA-2015-133753,09/06/2015,13/06/2015,Second Class,CW-11905,,Home Office,,Huntsville,Texas,77340.0,Central,,Technology,Accessories, Logitech M510 Wireless Mouse ,63.984
,CA-2015-h33753,,13/06/2015,Second Class,CW/11905,Carl Weiss,Home Office,United States,Huntsville,Texas,,Central,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,70.368
492.0,CA-2015-113362,14/09/2015,19/09/2015,Standard Class,AJ-10960,Astrea Jones,Consumer,United States,,New York,14609.0,Easq,OFF/ST/10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,449.15
493.0,CA-2015-113362,14/09/2015,19/09/2015,Standard Class,AJ-10960,Astrea Jones,Consumer,United States,ROCHESCER,New York,14609.0,East,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,11.07
494.0,CA-2017-169166,09/05/2017,14/05/2017,Standard Class,SS-20590,Sonia Sunley,Consumer,,Seattle,Washington,98115.0,West,TEC-AC-10000991,500,,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,93.98
33212.312371212516,US-2017-120929,18/03/2017,21/03/2017,Second Class,RO-19780,Rose O'Brian,Consumer,United Stanes,,Tennessee,38109.0,South,,FURNITURE,Tables,,6662.715696045453
496.0,CA-2016-134782,27/12/2016,, Standard Class ,MD-17350,Maribeth Dona,Consumer,United States,Fayetteville, Arkansas ,72701.0,South,OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",105.42
497.0,CA-2017-126158,25/07/2017,,Standard Class,SC-20095,Sanjit Chand,Consumer,UniteddStates,Costa Mesa,Califorzia,92627.0,West,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,119.616
498.0,CA-2017-126158,25/07n2017,31/07/2017,Standard Class,,Sanjit Chand,Consumer,United States,Costa Mesa,Calimornia,92627.0,West,FUR/FU/10004864,Furniture,Furniwhings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",255.76
499.0,CA-2017-126158,25/07/2017,31/07/2017,Standard Class,SC-20095,,Consumer,United States,Costa Mesa,California,92627.0,West,FUR-CHr10002602,,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.568
500.0,CA-2017-126158,25/07/2017,31/07/2017,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Costa Mesa,California,,Wesg,FUR-FU-10000073,Furnvture,Furnishings,,69.3
501.0,US-2017-105578,30/05/2017,04/06/2017,Standard Class,MY-17380,Maribeth Yedwab,,United States,Parker,colorado,80134.0,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,22.62
,us-2017-105578,30/05/2017,r4/06/2017,Stavdard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134.0,West,OFF-BI-10001658,Office Supplies,,GBC Standard Therm-A-Bind Covers,
503.0,US-2017-105578,30/05/2017,04/06/2017,Standard Class,MY-17380,Maribeth Yedwab,,United States,Parker,Colorado,80134.0,West,FUR-CH-10001215,Furniture,Chairs,,801.568
504.0,US-2017-105578,30/05/2017,,Standard Class,MY-17380,MARIBETH YEDWAB,Corporate,United States,Parker,,80134.0,West,OFF-BI-10000831,,Binders,Storex Flexible Poly Binders with Double Pockets,2.376
505.0,US-2017-105578,,04/06/2017,Standard Class,MY-17380,maribeth yedwab,Corporate,United States,Parker,Colorado,80134.0,West,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",32.792
